Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,QQQ,SMH,SOXL,^VIX,QQQ,SMH,SOXL,^VIX,QQQ,SMH,SOXL,^VIX,QQQ,SMH,SOXL,^VIX,QQQ,SMH,SOXL,^VIX
Date,,,,,,,,,,,,,,,,,,,,
2023-02-03,300.75738525390625,122.791259765625,16.566261291503906,18.329999923706055,306.85742449730367,125.44015848583452,17.740478316482086,19.299999237060547,299.14644609767777,122.06615056459633,16.243351376338723,17.93000030517578,299.53935589355575,122.45583551082527,16.419484396677817,18.56999969482422,76170800.0,7489600.0,94867600.0,0
2023-02-06,298.2132568359375,120.74909210205078,15.754095077514648,19.43000030517578,300.4921756026431,122.4311659512995,16.497766852735086,19.809999465942383,296.8675250573083,120.24101815753728,15.519250720529111,19.209999084472656,298.13468686819743,120.8280181099049,15.773665829423782,19.229999542236328,40802300.0,7811400.0,77254800.0,0
2023-02-07,304.3918151855469,124.37467193603516,17.212081909179688,18.65999984741211,305.5214418929414,124.93207650066645,17.46649607615519,19.989999771118164,296.96571042435426,120.85267985282476,15.783448797143333,18.43000030517578,298.0855046460118,121.12398329254788,15.871515311341374,19.540000915527344,67584000.0,10309200.0,119100900.0,0
2023-02-08,298.97943115234375,121.9378890991211,16.135719299316406,19.6299991607666,304.01858076064036,124.64597845690199,17.309938567873957,20.1200008392334,298.29184653267987,121.64685791422323,15.99872773565372,18.549999237060547,303.07559129467853,123.81727043206261,16.957672414032675,18.8799991607666,56720900.0,7844600.0,72392900.0,0
2023-02-09,296.3370666503906,122.42129516601562,16.223783493041992,20.709999084472656,303.51759995166015,125.58813529012346,17.5154233819596,21.079999923706055,294.8832974861869,121.51860625907443,15.861732013211544,19.020000457763672,303.37026253327383,124.1477620276728,16.957669963233343,19.239999771118164,49137800.0,8767200.0,84793400.0,0
2023-02-10,294.39215087890625,120.36433410644531,15.460540771484375,20.530000686645508,296.2290272961871,121.46927560740468,15.871516308247735,21.940000534057617,291.9855298114061,119.15087875599355,14.922357210058415,20.440000534057617,294.1760460076324,121.0351901022424,15.714954021255057,20.739999771118164,50050100.0,7529800.0,78447700.0,0
2023-02-13,299.10711669921875,122.1746597290039,16.06722068786621,20.34000015258789,299.6964963236013,122.49529381215419,16.26292448695018,21.690000534057617,294.61804703077416,119.9993171558563,15.23548234131396,20.329999923706055,295.7968062795393,120.88227834415362,15.646458826294499,21.65999984741211,39636700.0,4030400.0,60332300.0,0
2023-02-14,301.3172912597656,124.80382537841797,16.957670211791992,18.90999984741211,302.2701132331672,125.17872015781133,17.153374019926154,20.75,295.5807244219493,120.64551006798813,15.333334949935875,18.479999542236328,297.5256683406615,121.34596146264612,15.714955322790676,20.719999313354492,64079100.0,9482000.0,111460800.0,0
2023-02-15,303.6256408691406,124.79889678955078,17.163158416748047,18.229999542236328,303.79261326970317,124.8679551665442,17.212083432802466,19.40999984741211,298.8124291004657,122.11054261308026,16.077005889738437,18.110000610351562,299.5000136519383,123.16121595399454,16.44884086431332,19.3700008392334,43100600.0,7118800.0,74638200.0,0
2023-02-16,297.9283752441406,121.41007995605469,15.930231094360352,20.170000076293945,302.9675248690793,123.3486519120439,16.80110918729369,20.270000457763672,297.78103782351855,121.24729789820249,15.832379182864814,18.229999542236328,298.9892646268092,122.22398271851776,16.292280740612874,18.260000228881836,59498600.0,5418000.0,81774100.0,0
2023-02-17,295.82623291015625,119.75267791748047,15.166987419128418,20.020000457763672,296.5825848377924,120.93160785979053,15.77366773709629,21.299999237060547,292.8204302156899,118.68226935285571,14.716870335813983,19.81999969482422,295.73783047527064,120.55671309076921,15.636674323533953,20.940000534057617,58230700.0,7574800.0,82871000.0,0
2023-02-21,288.8225402832031,116.11229705810547,13.708998680114746,22.8700008392334,293.43931228140923,119.15088058734828,14.981068673532265,23.34000015258789,288.68503536043335,115.98404794179005,13.591576963778722,21.799999237060547,291.9953457183186,117.89795468793531,14.472240302891318,21.799999237060547,46526700.0,7695800.0,68114400.0,0
2023-02-22,289.0386657714844,115.54503631591797,13.532865524291992,22.290000915527344,291.1112820869066,117.25670557676129,14.100404281697156,23.6299991607666,287.37859423090794,114.97776408874248,13.24909614558941,22.020000457763672,289.40210806549914,116.32934377961084,13.806849526753316,23.030000686645508,51389200.0,6987600.0,70471500.0,0
2023-02-23,291.56317138671875,119.63922119140625,14.75600814819336,21.139999389648438,292.84996821061094,120.21636104113193,15.010422307034393,22.43000030517578,287.3687761111517,117.55266471208485,13.97319585424351,20.889999389648438,292.69279829616124,119.5011044402851,14.804934091537366,21.959999084472656,69294400.0,11714200.0,94198000.0,0
2023-02-24,286.68121337890625,117.50334167480469,14.002552032470703,21.670000076293945,287.78137288707455,118.08047399808956,14.22761006623524,22.899999618530273,284.91307418898003,116.62530300384996,13.660071360967988,21.31999969482422,286.59281091597467,117.25176596405083,13.982981281786088,21.350000381469727,74332000.0,6208200.0,74689200.0,0
2023-02-27,288.7341613769531,118.03114318847656,14.188471794128418,20.950000762939453,291.2389874666619,119.53563729063244,14.687514819127657,22.020000457763672,288.14478171552315,117.94728712728079,14.188471794128418,20.68000030517578,289.8441532442757,119.36792516824087,14.638588867683337,21.989999771118164,48995000.0,5852000.0,61896900.0,0
2023-02-28,288.36090087890625,118.09033203125,14.335248947143555,20.700000762939453,290.87555958030697,119.6638844835907,14.941929261770099,21.3700008392334,287.77152118827564,117.49347197975419,14.002554524947765,20.100000381469727,288.10549601831053,117.69571705004212,14.090620119150083,21.299999237060547,48243100.0,4770600.0,59300500.0,0
2023-03-01,286.0426940917969,118.16925811767578,14.364605903625488,20.579999923706055,288.72432505115296,119.64415682570633,14.893004165119846,21.31999969482422,285.0604046615051,117.72037492043192,14.16890208343982,20.219999313354492,288.06620792003037,118.6033436294543,14.491813013472182,20.389999389648438,58287000.0,4725800.0,63832600.0,0
2023-03-02,288.40997314453125,119.21500396728516,14.687514305114746,19.59000015258789,289.2154576380953,119.73294555026466,14.912572367423488,21.420000076293945,283.26278633831913,115.76700769628144,13.366518328272974,19.549999237060547,283.5476586547441,116.59077815461332,13.708999043212655,21.40999984741211,53565900.0,6528800.0,73485400.0,0
2023-03-03,294.3725280761719,120.83295440673828,15.343119621276855,18.489999771118164,294.60829795494266,120.94146825788759,15.431186144249649,19.760000228881836,289.6477176918653,118.3073748698098,14.335248228571409,18.15999984741211,290.1585274482866,119.22486900267714,14.726654893652173,19.760000228881836,60511500.0,5385200.0,72055200.0,0
2023-03-06,294.7064514160156,119.75760650634766,14.844075202941895,18.610000610351562,298.6159739722746,122.24865305618329,15.900871511843478,19.190000534057617,294.5100115246582,119.51096838313221,14.716868118864973,18.489999771118164,295.610170842958,121.16837687221192,15.489895065805664,19.049999237060547,56736300.0,6485400.0,56252700.0,0
2023-03-07,291.0916442871094,118.42083740234375,14.335248947143555,19.59000015258789,295.67894908673577,120.35940952486037,15.088706185292216,19.739999771118164,290.4826296406142,117.92262355396274,14.17868664653732,18.510000228881836,294.75559463008375,119.81187256570402,14.86364717828206,18.639999389648438,65955800.0,6616600.0,66744300.0,0
2023-03-08,292.5453796386719,121.51861572265625,15.47032642364502,19.110000610351562,293.14456166761,121.61233189421984,15.558392011760501,20.010000228881836,289.65744696387515,118.79079847094584,14.530951751749509,19.0,291.51395798219437,119.03743661324731,14.540736194972435,19.709999084472656,50876300.0,8112800.0,71670200.0,0
2023-03-09,287.476806640625,119.19034576416016,14.5896635055542,22.610000610351562,295.64946128035666,123.10202291448768,16.18464454786607,23.139999389648438,286.6614896876432,118.94863768579097,14.482027154576901,18.8799991607666,293.0463705042288,121.3064976193409,15.411616536827948,19.329999923706055,71456700.0,8223000.0,87945700.0,0
2023-03-10,283.43963623046875,117.26162719726562,13.748139381408691,24.799999237060547,289.13693357795984,120.28541292667263,14.922357488987098,28.969999313354492,282.29037424994675,116.6696972205701,13.513295946529981,21.790000915527344,287.64383428415624,119.60468931373387,14.785365018715423,23.34000015258789,98593600.0,13168200.0,128656300.0,0
2023-03-13,285.54168701171875,117.18270874023438,13.718783378601074,26.520000457763672,289.25473947061863,118.63294216895763,14.227610790916277,30.809999465942383,280.13909571042,114.82484878700355,12.867474344154157,23.850000381469727,281.6518296683692,115.78180594891201,13.317591367794623,24.049999237060547,97123600.0,9831400.0,121199400.0,0
2023-03-14,292.10345458984375,120.68989562988281,14.893001556396484,23.729999542236328,292.6535343696233,121.3410238735698,15.206126120749325,27.239999771118164,288.25289613138676,118.86477506399353,14.22761092396189,22.270000457763672,289.0976508013698,119.07688023238373,14.442884528546873,26.850000381469727,73602500.0,11314600.0,107012500.0,0
